INDEX,GENERAL,CHOOSE,SPIN,总押注,rtp,rtp_check,base_rtp,base_ways_rtp,free_rtp,free_ways_rtp,总赢钱,Ways赢钱,BaseWays,FreeWays,Hit,Hit率,>5x,>10x,>20x,>50x,>100x,>1000x,触发Free,Free频率,Free次数,FreeSpin,Free重触发,Free平均次数,Free平均倍,main_win_times,main_win_rate,free_win_times,free_win_rate,ok,错误,status,FREE_GENERAL,连消0次,连消1次,连消2次,连消3次,连消4次,连消5次,连消6次,连消7次,连消8次,连消9次,连消10+次,base_main_cascade_counts_rtp
0,1,1,1000000,10000000000,1.03173275,1.03173275,0.7051276,0.7051276,0.32660515,0.32660515,10317327500,10317327500,7051276000,3266051500,315744,0.315744,36077,17725,8667,3192,972,0,5017,0.005017,135336,135336,622,26.975483356587603,65.09969105042855,312231,0.312231,42634,0.31502334929361,True,,"{""base"": {""free"": 5017, ""spin"": 1000000, ""ways"": [312231, 7051276000]}, ""bet"": 10000000000, ""free"": {""free"": 622, ""spin"": 135336, ""ways"": [42634, 3266051500]}, ""free_times"": 135336, ""gt_1000x"": 0, ""gt_100x"": 972, ""gt_10x"": 17725, ""gt_20x"": 8667, ""gt_50x"": 3192, ""gt_5x"": 36077, ""hit"": 315744, ""wins"": 10317327500}",1,,,,,,,,,,,,
0,1,1,1000000,10000000000,0.9433502,0.9433502,0.61974795,0.61974795,0.32360225,0.32360225,9433502000,9433502000,6197479500,3236022500,297927,0.297927,31707,15338,7707,3080,939,0,4982,0.004982,133920,133920,598,26.88077077478924,64.95428542753915,294456,0.294456,42504,0.31738351254480285,True,,"{""base"": {""free"": 4982, ""spin"": 1000000, ""ways"": [294456, 6197479500]}, ""bet"": 10000000000, ""free"": {""free"": 598, ""spin"": 133920, ""ways"": [42504, 3236022500]}, ""free_times"": 133920, ""gt_1000x"": 0, ""gt_100x"": 939, ""gt_10x"": 15338, ""gt_20x"": 7707, ""gt_50x"": 3080, ""gt_5x"": 31707, ""hit"": 297927, ""wins"": 9433502000}",1,,,,,,,,,,,,
0,1,1,1000000,10000000000,0.95354085,0.95354085,0.62086185,0.62086185,0.332679,0.332679,9535408500,9535408500,6208618500,3326790000,297720,0.29772,31680,15595,7811,3118,1026,0,5015,0.005015,135480,135480,630,27.01495513459621,66.33678963110668,294265,0.294265,43096,0.318098612341305,True,,"{""base"": {""free"": 5015, ""spin"": 1000000, ""ways"": [294265, 6208618500]}, ""bet"": 10000000000, ""free"": {""free"": 630, ""spin"": 135480, ""ways"": [43096, 3326790000]}, ""free_times"": 135480, ""gt_1000x"": 0, ""gt_100x"": 1026, ""gt_10x"": 15595, ""gt_20x"": 7811, ""gt_50x"": 3118, ""gt_5x"": 31680, ""hit"": 297720, ""wins"": 9535408500}",1,,,,,,,,,,,,
0,1,1,1000000,10000000000,0.9582821,0.9582821,0.6260516,0.6260516,0.3322305,0.3322305,9582821000,9582821000,6260516000,3322305000,298044,0.298044,31862,15709,7852,3134,998,0,5021,0.005021,136968,136968,686,27.27902808205537,66.16819358693488,294587,0.294587,43321,0.31628555575024825,True,,"{""base"": {""free"": 5021, ""spin"": 1000000, ""ways"": [294587, 6260516000]}, ""bet"": 10000000000, ""free"": {""free"": 686, ""spin"": 136968, ""ways"": [43321, 3322305000]}, ""free_times"": 136968, ""gt_1000x"": 0, ""gt_100x"": 998, ""gt_10x"": 15709, ""gt_20x"": 7852, ""gt_50x"": 3134, ""gt_5x"": 31862, ""hit"": 298044, ""wins"": 9582821000}",1,,,,,,,,,,,,
0,1,1,1000000,10000000000,0.9780556,0.9780556,0.64904365,0.64904365,0.32901195,0.32901195,9780556000,9780556000,6490436500,3290119500,304270,0.30427,33386,16420,8074,3141,1000,0,5093,0.005093,138048,138048,659,27.105438837620262,64.60081484390341,300715,0.300715,43828,0.31748377375985165,True,,"{""base"": {""free"": 5093, ""spin"": 1000000, ""ways"": [300715, 6490436500]}, ""bet"": 10000000000, ""free"": {""free"": 659, ""spin"": 138048, ""ways"": [43828, 3290119500]}, ""free_times"": 138048, ""gt_1000x"": 0, ""gt_100x"": 1000, ""gt_10x"": 16420, ""gt_20x"": 8074, ""gt_50x"": 3141, ""gt_5x"": 33386, ""hit"": 304270, ""wins"": 9780556000}",1,,,,,,,,,,,,
0,1,1,1000000,10000000000,0.9843280000000001,0.984328,0.65576175,0.65576175,0.32856625,0.32856625,9843280000,9843280000,6557617500,3285662500,304749,0.304749,33519,16321,8152,3171,1014,0,4970,0.00497,135120,135120,660,27.187122736418512,66.10990945674045,301292,0.301292,43288,0.32036708111308465,True,,"{""base"": {""free"": 4970, ""spin"": 1000000, ""ways"": [301292, 6557617500]}, ""bet"": 10000000000, ""free"": {""free"": 660, ""spin"": 135120, ""ways"": [43288, 3285662500]}, ""free_times"": 135120, ""gt_1000x"": 0, ""gt_100x"": 1014, ""gt_10x"": 16321, ""gt_20x"": 8152, ""gt_50x"": 3171, ""gt_5x"": 33519, ""hit"": 304749, ""wins"": 9843280000}",1,,,,,,,,,,,,
0,1,1,1000000,10000000000,0.98082835,0.98082835,0.6506303,0.6506303,0.33019805,0.33019805,9808283500,9808283500,6506303000,3301980500,303973,0.303973,33511,16518,8119,3098,1024,0,5087,0.005087,137568,137568,645,27.043050914094753,64.91017298997446,300483,0.300483,43418,0.3156111886485229,True,,"{""base"": {""free"": 5087, ""spin"": 1000000, ""ways"": [300483, 6506303000]}, ""bet"": 10000000000, ""free"": {""free"": 645, ""spin"": 137568, ""ways"": [43418, 3301980500]}, ""free_times"": 137568, ""gt_1000x"": 0, ""gt_100x"": 1024, ""gt_10x"": 16518, ""gt_20x"": 8119, ""gt_50x"": 3098, ""gt_5x"": 33511, ""hit"": 303973, ""wins"": 9808283500}",1,,,,,,,,,,,,
0,1,2,1000000,10000000000,0.9914947,0.9914947,0.6511157,0.6511157,0.340379,0.340379,9914947000,9914947000,6511157000,3403790000,303748,0.303748,33280,16046,7563,2951,1149,0,5098,0.005098,65076,65076,325,12.765005884660651,66.76716359356611,300242,0.300242,20503,0.31506238859180036,True,,"{""base"": {""free"": 5098, ""spin"": 1000000, ""ways"": [300242, 6511157000]}, ""bet"": 10000000000, ""free"": {""free"": 325, ""spin"": 65076, ""ways"": [20503, 3403790000]}, ""free_times"": 65076, ""gt_1000x"": 0, ""gt_100x"": 1149, ""gt_10x"": 16046, ""gt_20x"": 7563, ""gt_50x"": 2951, ""gt_5x"": 33280, ""hit"": 303748, ""wins"": 9914947000}",2,,,,,,,,,,,,
0,1,2,1000000,10000000000,1.0024917,1.0024917,0.6530418,0.6530418,0.3494499,0.3494499,10024917000,10024917000,6530418000,3494499000,304664,0.304664,33280,16042,7645,2939,1210,0,5063,0.005063,64164,64164,284,12.673118704325498,69.02032391862532,301209,0.301209,20450,0.31871454398104854,True,,"{""base"": {""free"": 5063, ""spin"": 1000000, ""ways"": [301209, 6530418000]}, ""bet"": 10000000000, ""free"": {""free"": 284, ""spin"": 64164, ""ways"": [20450, 3494499000]}, ""free_times"": 64164, ""gt_1000x"": 0, ""gt_100x"": 1210, ""gt_10x"": 16042, ""gt_20x"": 7645, ""gt_50x"": 2939, ""gt_5x"": 33280, ""hit"": 304664, ""wins"": 10024917000}",2,,,,,,,,,,,,
0,1,2,1000000,10000000000,0.99640185,0.99640185,0.65241925,0.65241925,0.3439826,0.3439826,9964018500,9964018500,6524192500,3439826000,304124,0.304124,33285,16014,7479,2950,1194,0,5073,0.005073,64728,64728,321,12.759314015375518,67.80654445101517,300597,0.300597,20561,0.31765232974910396,True,,"{""base"": {""free"": 5073, ""spin"": 1000000, ""ways"": [300597, 6524192500]}, ""bet"": 10000000000, ""free"": {""free"": 321, ""spin"": 64728, ""ways"": [20561, 3439826000]}, ""free_times"": 64728, ""gt_1000x"": 0, ""gt_100x"": 1194, ""gt_10x"": 16014, ""gt_20x"": 7479, ""gt_50x"": 2950, ""gt_5x"": 33285, ""hit"": 304124, ""wins"": 9964018500}",2,,,,,,,,,,,,
0,1,2,1000000,10000000000,0.9774253500000001,0.97742535,0.65336715,0.65336715,0.3240582,0.3240582,9774253500,9774253500,6533671500,3240582000,303825,0.303825,33390,16030,7552,2725,1070,0,4990,0.00499,63408,63408,294,12.707014028056113,64.94152304609219,300434,0.300434,20118,0.3172785768357305,True,,"{""base"": {""free"": 4990, ""spin"": 1000000, ""ways"": [300434, 6533671500]}, ""bet"": 10000000000, ""free"": {""free"": 294, ""spin"": 63408, ""ways"": [20118, 3240582000]}, ""free_times"": 63408, ""gt_1000x"": 0, ""gt_100x"": 1070, ""gt_10x"": 16030, ""gt_20x"": 7552, ""gt_50x"": 2725, ""gt_5x"": 33390, ""hit"": 303825, ""wins"": 9774253500}",2,,,,,,,,,,,,
0,1,2,1000000,10000000000,0.98187545,0.98187545,0.65576825,0.65576825,0.3261072,0.3261072,9818754500,9818754500,6557682500,3261072000,304757,0.304757,33233,16021,7623,2845,1107,0,5042,0.005042,63420,63420,243,12.578341927806425,64.67814359381198,301316,0.301316,19860,0.31315042573320717,True,,"{""base"": {""free"": 5042, ""spin"": 1000000, ""ways"": [301316, 6557682500]}, ""bet"": 10000000000, ""free"": {""free"": 243, ""spin"": 63420, ""ways"": [19860, 3261072000]}, ""free_times"": 63420, ""gt_1000x"": 0, ""gt_100x"": 1107, ""gt_10x"": 16021, ""gt_20x"": 7623, ""gt_50x"": 2845, ""gt_5x"": 33233, ""hit"": 304757, ""wins"": 9818754500}",2,,,,,,,,,,,,
0,1,2,1000000,10000000000,0.97127275,0.97127275,0.65050815,0.65050815,0.3207646,0.3207646,9712727500,9712727500,6505081500,3207646000,303992,0.303992,33080,15962,7519,2776,1057,0,5068,0.005068,64176,64176,280,12.662983425414364,63.292146803472775,300521,0.300521,20158,0.31410496135627025,True,,"{""base"": {""free"": 5068, ""spin"": 1000000, ""ways"": [300521, 6505081500]}, ""bet"": 10000000000, ""free"": {""free"": 280, ""spin"": 64176, ""ways"": [20158, 3207646000]}, ""free_times"": 64176, ""gt_1000x"": 0, ""gt_100x"": 1057, ""gt_10x"": 15962, ""gt_20x"": 7519, ""gt_50x"": 2776, ""gt_5x"": 33080, ""hit"": 303992, ""wins"": 9712727500}",2,,,,,,,,,,,,
0,1,3,1000000,10000000000,0.9933507,0.9933507,0.6545328,0.6545328,0.3388179,0.3388179,9933507000,9933507000,6545328000,3388179000,304253,0.304253,33074,15567,7231,2646,1164,0,5068,0.005068,42320,42320,222,8.35043409629045,66.85436069455406,300939,0.300939,13353,0.31552457466918715,True,,"{""base"": {""free"": 5068, ""spin"": 1000000, ""ways"": [300939, 6545328000]}, ""bet"": 10000000000, ""free"": {""free"": 222, ""spin"": 42320, ""ways"": [13353, 3388179000]}, ""free_times"": 42320, ""gt_1000x"": 0, ""gt_100x"": 1164, ""gt_10x"": 15567, ""gt_20x"": 7231, ""gt_50x"": 2646, ""gt_5x"": 33074, ""hit"": 304253, ""wins"": 9933507000}",3,,,,,,,,,,,,
0,1,3,1000000,10000000000,0.98743725,0.98743725,0.6561411,0.6561411,0.33129615,0.33129615,9874372500,9874372500,6561411000,3312961500,304446,0.304446,33293,15709,7099,2616,1145,0,5028,0.005028,41600,41600,172,8.273667462211614,65.8902446300716,301159,0.301159,12985,0.31213942307692305,True,,"{""base"": {""free"": 5028, ""spin"": 1000000, ""ways"": [301159, 6561411000]}, ""bet"": 10000000000, ""free"": {""free"": 172, ""spin"": 41600, ""ways"": [12985, 3312961500]}, ""free_times"": 41600, ""gt_1000x"": 0, ""gt_100x"": 1145, ""gt_10x"": 15709, ""gt_20x"": 7099, ""gt_50x"": 2616, ""gt_5x"": 33293, ""hit"": 304446, ""wins"": 9874372500}",3,,,,,,,,,,,,
0,1,3,1000000,10000000000,0.9843279,0.9843279,0.65317155,0.65317155,0.33115635,0.33115635,9843279000,9843279000,6531715500,3311563500,304389,0.304389,32973,15715,7227,2641,1125,1,5089,0.005089,42160,42160,181,8.28453527215563,65.07297111416781,301061,0.301061,13378,0.31731499051233397,True,,"{""base"": {""free"": 5089, ""spin"": 1000000, ""ways"": [301061, 6531715500]}, ""bet"": 10000000000, ""free"": {""free"": 181, ""spin"": 42160, ""ways"": [13378, 3311563500]}, ""free_times"": 42160, ""gt_1000x"": 1, ""gt_100x"": 1125, ""gt_10x"": 15715, ""gt_20x"": 7227, ""gt_50x"": 2641, ""gt_5x"": 32973, ""hit"": 304389, ""wins"": 9843279000}",3,,,,,,,,,,,,
0,1,4,1000000,10000000000,0.97072725,0.97072725,0.64855525,0.64855525,0.322172,0.322172,9707272500,9707272500,6485552500,3221720000,304291,0.304291,32585,15053,6660,2345,1055,3,4927,0.004927,30474,30474,152,6.185102496448143,65.38908057641568,301259,0.301259,9558,0.3136444181925576,True,,"{""base"": {""free"": 4927, ""spin"": 1000000, ""ways"": [301259, 6485552500]}, ""bet"": 10000000000, ""free"": {""free"": 152, ""spin"": 30474, ""ways"": [9558, 3221720000]}, ""free_times"": 30474, ""gt_1000x"": 3, ""gt_100x"": 1055, ""gt_10x"": 15053, ""gt_20x"": 6660, ""gt_50x"": 2345, ""gt_5x"": 32585, ""hit"": 304291, ""wins"": 9707272500}",4,,,,,,,,,,,,
0,1,4,1000000,10000000000,0.9713645,0.9713645,0.6479923,0.6479923,0.3233722,0.3233722,9713645000,9713645000,6479923000,3233722000,303514,0.303514,32518,15001,6761,2412,1127,0,4942,0.004942,30498,30498,141,6.17118575475516,65.43346823148522,300420,0.30042,9671,0.3171027608367762,True,,"{""base"": {""free"": 4942, ""spin"": 1000000, ""ways"": [300420, 6479923000]}, ""bet"": 10000000000, ""free"": {""free"": 141, ""spin"": 30498, ""ways"": [9671, 3233722000]}, ""free_times"": 30498, ""gt_1000x"": 0, ""gt_100x"": 1127, ""gt_10x"": 15001, ""gt_20x"": 6761, ""gt_50x"": 2412, ""gt_5x"": 32518, ""hit"": 303514, ""wins"": 9713645000}",4,,,,,,,,,,,,
0,1,4,1000000,10000000000,0.9864943500000001,0.98649435,0.65866095,0.65866095,0.3278334,0.3278334,9864943500,9864943500,6586609500,3278334000,304842,0.304842,32871,15343,6844,2506,1131,2,5068,0.005068,31446,31446,173,6.204814522494081,64.68693764798736,301676,0.301676,9947,0.3163200407047001,True,,"{""base"": {""free"": 5068, ""spin"": 1000000, ""ways"": [301676, 6586609500]}, ""bet"": 10000000000, ""free"": {""free"": 173, ""spin"": 31446, ""ways"": [9947, 3278334000]}, ""free_times"": 31446, ""gt_1000x"": 2, ""gt_100x"": 1131, ""gt_10x"": 15343, ""gt_20x"": 6844, ""gt_50x"": 2506, ""gt_5x"": 32871, ""hit"": 304842, ""wins"": 9864943500}",4,,,,,,,,,,,,
0,1,5,1000000,10000000000,0.98449405,0.98449405,0.6582409,0.6582409,0.32625315,0.32625315,9844940500,9844940500,6582409000,3262531500,304880,0.30488,32794,15404,6749,2352,1072,2,5034,0.005034,58820,58820,271,11.684545093365116,64.80992252681764,301575,0.301575,18677,0.317528051683101,True,,"{""base"": {""free"": 5034, ""spin"": 1000000, ""ways"": [301575, 6582409000]}, ""bet"": 10000000000, ""free"": {""free"": 271, ""spin"": 58820, ""ways"": [18677, 3262531500]}, ""free_times"": 58820, ""gt_1000x"": 2, ""gt_100x"": 1072, ""gt_10x"": 15404, ""gt_20x"": 6749, ""gt_50x"": 2352, ""gt_5x"": 32794, ""hit"": 304880, ""wins"": 9844940500}",1|2|3|4,,,,,,,,,,,,
0,1,5,1000000,10000000000,1.0016407,1.0016407,0.65126735,0.65126735,0.35037335,0.35037335,10016407000,10016407000,6512673500,3503733500,304772,0.304772,32624,15156,6741,2459,1143,4,5142,0.005142,61526,61526,271,11.96538311940879,68.13950797355115,301341,0.301341,19440,0.31596398270649806,True,,"{""base"": {""free"": 5142, ""spin"": 1000000, ""ways"": [301341, 6512673500]}, ""bet"": 10000000000, ""free"": {""free"": 271, ""spin"": 61526, ""ways"": [19440, 3503733500]}, ""free_times"": 61526, ""gt_1000x"": 4, ""gt_100x"": 1143, ""gt_10x"": 15156, ""gt_20x"": 6741, ""gt_50x"": 2459, ""gt_5x"": 32624, ""hit"": 304772, ""wins"": 10016407000}",1|2|3|4,,,,,,,,,,,,
0,1,5,1000000,10000000000,0.97422035,0.97422035,0.6543377,0.6543377,0.31988265,0.31988265,9742203500,9742203500,6543377000,3198826500,304715,0.304715,32461,15291,6664,2286,1029,3,4916,0.004916,57344,57344,273,11.664768104149715,65.06970097640358,301498,0.301498,17997,0.3138427734375,True,,"{""base"": {""free"": 4916, ""spin"": 1000000, ""ways"": [301498, 6543377000]}, ""bet"": 10000000000, ""free"": {""free"": 273, ""spin"": 57344, ""ways"": [17997, 3198826500]}, ""free_times"": 57344, ""gt_1000x"": 3, ""gt_100x"": 1029, ""gt_10x"": 15291, ""gt_20x"": 6664, ""gt_50x"": 2286, ""gt_5x"": 32461, ""hit"": 304715, ""wins"": 9742203500}",1|2|3|4,,,,,,,,,,,,
8,1,1,10000,100000000,65.83216,65.83216,0.53461,0.53461,65.29755,65.29755,6583216000,6583216000,53461000,6529755000,10000,1.0,9961,9805,9037,5523,1787,0,10000,1.0,247440,247440,310,24.744,65.29755,10000,1.0,81278,0.3284755900420304,True,,"{""base"": {""free"": 10000, ""spin"": 10000, ""ways"": [10000, 53461000]}, ""bet"": 100000000, ""free"": {""free"": 310, ""spin"": 247440, ""ways"": [81278, 6529755000]}, ""free_times"": 247440, ""gt_1000x"": 0, ""gt_100x"": 1787, ""gt_10x"": 9805, ""gt_20x"": 9037, ""gt_50x"": 5523, ""gt_5x"": 9961, ""hit"": 10000, ""wins"": 6583216000}",1,,,,,,,,,,,,
8,1,1,10000,100000000,65.295355,65.295355,0.55084,0.55084,64.744515,64.744515,6529535500,6529535500,55084000,6474451500,10000,1.0,9964,9824,9068,5396,1737,0,10000,1.0,246840,246840,285,24.684,64.744515,10000,1.0,81073,0.3284435261707989,True,,"{""base"": {""free"": 10000, ""spin"": 10000, ""ways"": [10000, 55084000]}, ""bet"": 100000000, ""free"": {""free"": 285, ""spin"": 246840, ""ways"": [81073, 6474451500]}, ""free_times"": 246840, ""gt_1000x"": 0, ""gt_100x"": 1737, ""gt_10x"": 9824, ""gt_20x"": 9068, ""gt_50x"": 5396, ""gt_5x"": 9964, ""hit"": 10000, ""wins"": 6529535500}",1,,,,,,,,,,,,
8,1,1,10000,100000000,65.78228,65.78228,0.52221,0.52221,65.26007,65.26007,6578228000,6578228000,52221000,6526007000,10000,1.0,9969,9810,9094,5493,1750,0,10000,1.0,247080,247080,295,24.708,65.26007,10000,1.0,81056,0.32805569046462685,True,,"{""base"": {""free"": 10000, ""spin"": 10000, ""ways"": [10000, 52221000]}, ""bet"": 100000000, ""free"": {""free"": 295, ""spin"": 247080, ""ways"": [81056, 6526007000]}, ""free_times"": 247080, ""gt_1000x"": 0, ""gt_100x"": 1750, ""gt_10x"": 9810, ""gt_20x"": 9094, ""gt_50x"": 5493, ""gt_5x"": 9969, ""hit"": 10000, ""wins"": 6578228000}",1,,,,,,,,,,,,
8,1,1,10000,100000000,64.583685,64.583685,0.535995,0.535995,64.04769,64.04769,6458368500,6458368500,53599500,6404769000,10000,1.0,9952,9769,8995,5380,1743,0,10000,1.0,242928,242928,122,24.2928,64.04769,10000,1.0,78108,0.3215273661331753,True,,"{""base"": {""free"": 10000, ""spin"": 10000, ""ways"": [10000, 53599500]}, ""bet"": 100000000, ""free"": {""free"": 122, ""spin"": 242928, ""ways"": [78108, 6404769000]}, ""free_times"": 242928, ""gt_1000x"": 0, ""gt_100x"": 1743, ""gt_10x"": 9769, ""gt_20x"": 8995, ""gt_50x"": 5380, ""gt_5x"": 9952, ""hit"": 10000, ""wins"": 6458368500}",1,,,,,,,,,,,,
8,1,1,10000,100000000,64.420415,64.420415,0.535185,0.535185,63.88523,63.88523,6442041500,6442041500,53518500,6388523000,10000,1.0,9950,9782,8961,5420,1756,0,10000,1.0,243096,243096,129,24.3096,63.88523000000001,10000,1.0,77997,0.3208485536578142,True,,"{""base"": {""free"": 10000, ""spin"": 10000, ""ways"": [10000, 53518500]}, ""bet"": 100000000, ""free"": {""free"": 129, ""spin"": 243096, ""ways"": [77997, 6388523000]}, ""free_times"": 243096, ""gt_1000x"": 0, ""gt_100x"": 1756, ""gt_10x"": 9782, ""gt_20x"": 8961, ""gt_50x"": 5420, ""gt_5x"": 9950, ""hit"": 10000, ""wins"": 6442041500}",1,,,,,,,,,,,,
8,1,1,10000,100000000,63.513405,63.513405,0.543115,0.543115,62.97029,62.97029,6351340500,6351340500,54311500,6297029000,10000,1.0,9953,9769,8990,5349,1666,0,10000,1.0,243480,243480,145,24.348,62.970290000000006,10000,1.0,77673,0.3190118284869394,True,,"{""base"": {""free"": 10000, ""spin"": 10000, ""ways"": [10000, 54311500]}, ""bet"": 100000000, ""free"": {""free"": 145, ""spin"": 243480, ""ways"": [77673, 6297029000]}, ""free_times"": 243480, ""gt_1000x"": 0, ""gt_100x"": 1666, ""gt_10x"": 9769, ""gt_20x"": 8990, ""gt_50x"": 5349, ""gt_5x"": 9953, ""hit"": 10000, ""wins"": 6351340500}",1,,,,,,,,,,,,
8,1,1,10000,100000000,40.834755,40.834755,0.548945,0.548945,40.28581,40.28581,4083475500,4083475500,54894500,4028581000,10000,1.0,9815,9247,7469,2791,495,0,10000,1.0,245928,245928,247,24.5928,40.28581,10000,1.0,66488,0.27035555121824273,True,,"{""base"": {""free"": 10000, ""spin"": 10000, ""ways"": [10000, 54894500]}, ""bet"": 100000000, ""free"": {""free"": 247, ""spin"": 245928, ""ways"": [66488, 4028581000]}, ""free_times"": 245928, ""gt_1000x"": 0, ""gt_100x"": 495, ""gt_10x"": 9247, ""gt_20x"": 7469, ""gt_50x"": 2791, ""gt_5x"": 9815, ""hit"": 10000, ""wins"": 4083475500}",1,,,,,,,,,,,,
8,1,1,10000,100000000,41.051685,41.051685,0.558635,0.558635,40.49305,40.49305,4105168500,4105168500,55863500,4049305000,10000,1.0,9803,9275,7551,2868,449,0,10000,1.0,246504,246504,271,24.6504,40.49305,10000,1.0,66726,0.2706893194430922,True,,"{""base"": {""free"": 10000, ""spin"": 10000, ""ways"": [10000, 55863500]}, ""bet"": 100000000, ""free"": {""free"": 271, ""spin"": 246504, ""ways"": [66726, 4049305000]}, ""free_times"": 246504, ""gt_1000x"": 0, ""gt_100x"": 449, ""gt_10x"": 9275, ""gt_20x"": 7551, ""gt_50x"": 2868, ""gt_5x"": 9803, ""hit"": 10000, ""wins"": 4105168500}",1,,,,,,,,,,,,
8,1,1,10000,100000000,41.251965,41.251965,0.52943,0.52943,40.722535,40.722535,4125196500,4125196500,52943000,4072253500,10000,1.0,9803,9212,7506,2900,499,0,10000,1.0,246336,246336,264,24.6336,40.722535,10000,1.0,66814,0.27123116393868535,True,,"{""base"": {""free"": 10000, ""spin"": 10000, ""ways"": [10000, 52943000]}, ""bet"": 100000000, ""free"": {""free"": 264, ""spin"": 246336, ""ways"": [66814, 4072253500]}, ""free_times"": 246336, ""gt_1000x"": 0, ""gt_100x"": 499, ""gt_10x"": 9212, ""gt_20x"": 7506, ""gt_50x"": 2900, ""gt_5x"": 9803, ""hit"": 10000, ""wins"": 4125196500}",1,,,,,,,,,,,,
8,1,1,10000,100000000,43.43706,43.43706,0.542785,0.542785,42.894275,42.894275,4343706000,4343706000,54278500,4289427500,10000,1.0,9813,9310,7681,3159,575,0,10000,1.0,246144,246144,256,24.6144,42.894275,10000,1.0,66911,0.2718368109724389,True,,"{""base"": {""free"": 10000, ""spin"": 10000, ""ways"": [10000, 54278500]}, ""bet"": 100000000, ""free"": {""free"": 256, ""spin"": 246144, ""ways"": [66911, 4289427500]}, ""free_times"": 246144, ""gt_1000x"": 0, ""gt_100x"": 575, ""gt_10x"": 9310, ""gt_20x"": 7681, ""gt_50x"": 3159, ""gt_5x"": 9813, ""hit"": 10000, ""wins"": 4343706000}",1,,,,,,,,,,,,
8,1,1,10000,100000000,44.48598,44.48598,0.54773,0.54773,43.93825,43.93825,4448598000,4448598000,54773000,4393825000,10000,1.0,9819,9331,7694,3250,668,0,10000,1.0,246480,246480,270,24.648,43.93825,10000,1.0,67082,0.2721600129827978,True,,"{""base"": {""free"": 10000, ""spin"": 10000, ""ways"": [10000, 54773000]}, ""bet"": 100000000, ""free"": {""free"": 270, ""spin"": 246480, ""ways"": [67082, 4393825000]}, ""free_times"": 246480, ""gt_1000x"": 0, ""gt_100x"": 668, ""gt_10x"": 9331, ""gt_20x"": 7694, ""gt_50x"": 3250, ""gt_5x"": 9819, ""hit"": 10000, ""wins"": 4448598000}",1,,,,,,,,,,,,
8,1,1,10000,100000000,44.239915,44.239915,0.542645,0.542645,43.69727,43.69727,4423991500,4423991500,54264500,4369727000,10000,1.0,9830,9334,7688,3251,644,0,10000,1.0,246000,246000,250,24.6,43.69727,10000,1.0,67292,0.2735447154471545,True,,"{""base"": {""free"": 10000, ""spin"": 10000, ""ways"": [10000, 54264500]}, ""bet"": 100000000, ""free"": {""free"": 250, ""spin"": 246000, ""ways"": [67292, 4369727000]}, ""free_times"": 246000, ""gt_1000x"": 0, ""gt_100x"": 644, ""gt_10x"": 9334, ""gt_20x"": 7688, ""gt_50x"": 3251, ""gt_5x"": 9830, ""hit"": 10000, ""wins"": 4423991500}",1,,,,,,,,,,,,
8,1,1,10000,100000000,46.573955,46.573955,0.531715,0.531715,46.04224,46.04224,4657395500,4657395500,53171500,4604224000,10000,1.0,9825,9365,7856,3458,791,0,10000,1.0,246576,246576,274,24.6576,46.04224,10000,1.0,67228,0.2726461618324573,True,,"{""base"": {""free"": 10000, ""spin"": 10000, ""ways"": [10000, 53171500]}, ""bet"": 100000000, ""free"": {""free"": 274, ""spin"": 246576, ""ways"": [67228, 4604224000]}, ""free_times"": 246576, ""gt_1000x"": 0, ""gt_100x"": 791, ""gt_10x"": 9365, ""gt_20x"": 7856, ""gt_50x"": 3458, ""gt_5x"": 9825, ""hit"": 10000, ""wins"": 4657395500}",1,,,,,,,,,,,,
8,1,1,10000,100000000,68.085285,68.085285,0.54054,0.54054,67.544745,67.544745,6808528500,6808528500,54054000,6754474500,10000,1.0,9951,9786,9034,5654,2010,0,10000,1.0,243384,243384,141,24.3384,67.54474499999999,10000,1.0,78190,0.3212618742398843,True,,"{""base"": {""free"": 10000, ""spin"": 10000, ""ways"": [10000, 54054000]}, ""bet"": 100000000, ""free"": {""free"": 141, ""spin"": 243384, ""ways"": [78190, 6754474500]}, ""free_times"": 243384, ""gt_1000x"": 0, ""gt_100x"": 2010, ""gt_10x"": 9786, ""gt_20x"": 9034, ""gt_50x"": 5654, ""gt_5x"": 9951, ""hit"": 10000, ""wins"": 6808528500}",1,,,,,,,,,,,,
8,1,1,10000,100000000,56.457625,56.457625,0.547385,0.547385,55.91024,55.91024,5645762500,5645762500,54738500,5591024000,10000,1.0,9914,9620,8506,4588,1298,0,10000,1.0,245064,245064,211,24.5064,55.91024,10000,1.0,72449,0.2956329775079163,True,,"{""base"": {""free"": 10000, ""spin"": 10000, ""ways"": [10000, 54738500]}, ""bet"": 100000000, ""free"": {""free"": 211, ""spin"": 245064, ""ways"": [72449, 5591024000]}, ""free_times"": 245064, ""gt_1000x"": 0, ""gt_100x"": 1298, ""gt_10x"": 9620, ""gt_20x"": 8506, ""gt_50x"": 4588, ""gt_5x"": 9914, ""hit"": 10000, ""wins"": 5645762500}",1,,,,,,,,,,,,
